ID,Name,Severity,Status,Location,Branch,Message,Description,Line Span,CWE,Created Date,Closed Date,False Positive,False Positive Explanation
e15e74f6-99e4-4eeb-bced-92c98e1ae66d,Prompt Injection,high,open,/app/frontend/src/components/ai/AIAssistant.tsx,taskflow,The vulnerability arises from the insecure combination of user input and system prompt; allowing attackers to inject harmful instructions. The vulnerability can result in bypassing the intended security policies and can potentially lead to further exploitation such as data exfiltration and unauthorized command execution. Given its impact; it is classified as a high-severity security issue.,This issue occurs due to the direct concatenation of untrusted user input with a base system prompt; thereby generating a prompt injection vulnerability. Without proper sanitization or boundary validations; malicious users can manipulate the constructed prompt to alter the behavior of the system. This can result in unauthorized access or execution of unintended commands; leading to severe security implications on the backend or other data flows.,14@@15,CWE-942,"8/8/2025, 6:34:06 PM",,False,The AIAssistant component directly concatenates unsanitized user input with a static system prompt; creating a clear prompt injection vulnerability. This is a production component used to interact with a backend chat API in a full-stack task management platform; indicating that the vulnerability is exploitable and must be addressed. There are no mitigating validations or sanitization steps; and this is not just test code; hence the vulnerability should not be considered a false positive.
f0beeda2-1927-4205-83da-014b230749a9,Unsafe HTML Injection,high,open,/app/frontend/src/components/tasks/TaskComments.tsx,taskflow,The vulnerability arises from the unsanitized use of dangerouslySetInnerHTML to inject untrusted content into the DOM; making it possible for an attacker to perform stored XSS. Without proper validation; attackers can inject and execute arbitrary scripts; which can lead to severe consequences including data theft and session hijacking. The approach of bypassing React's built-in escaping mechanisms significantly raises the risk level and warrants immediate attention.,This code snippet uses React's dangerouslySetInnerHTML to inject HTML content directly from comment.content into the webpage without any prior sanitization or escaping. Without proper sanitization; an attacker could inject malicious code; such as script tags; which would then be executed in the user's browser context; leading to stored cross-site scripting XSS attacks. This vulnerability is particularly dangerous as it allows injected scripts to run in the context of every viewer of the affected page; potentially resulting in the theft of credentials; session hijacking; or further exploitation of the user’s browser environment. Developers may mistakenly assume that React's default protections apply even when using dangerouslySetInnerHTML; further increasing the risk of exploitation.,8@@8,CWE-79,"8/8/2025, 6:34:03 PM",,False,The analysis confirms that the TaskComments component uses dangerouslySetInnerHTML to inject potentially unsanitized user content into the DOM. Given that the component is part of a production codebase within a task management system and there is no evidence of sanitization applied elsewhere; this vulnerability can indeed lead to stored cross-site scripting XSS attacks. The dataflow analysis confirms that unsanitized user input is directly rendered; making this a true high-severity vulnerability that should be addressed immediately.
be41a5d3-0829-4697-a525-29a16b69bdca,Token in localStorage,high,open,/app/frontend/src/components/auth/AuthProvider.tsx,taskflow,Storing the authentication token in localStorage exposes it to client-side scripts; making it vulnerable to theft through XSS attacks. This use of localStorage bypasses essential security measures like HttpOnly and Secure flags; exacerbating the risk of account takeover. The issue represents a significant deviation from secure token storage practices.,The application persists the authentication token in localStorage; which is accessible to any JavaScript running in the browser. This is dangerous because if an attacker exploits an XSS vulnerability or injects malicious scripts via compromised third-party libraries; they can retrieve the token. This vulnerability can lead to unauthorized account access and potential account takeover. Additionally; the usage of localStorage prevents the implementation of HttpOnly and Secure cookie flags; reducing the level of protection against client-side vulnerabilities; and thereby violating secure handling of sensitive credentials.,16@@16,CWE-200,"8/8/2025, 6:33:40 PM",,False,The vulnerability is not a false positive as it involves storing sensitive authentication tokens in localStorage; which exposes them to potential XSS-based theft. This design choice; common in many SPAs; nonetheless creates a security risk if XSS vulnerabilities are present elsewhere in the application. In a production authentication module; proper mitigation strategies should be implemented; such as using HttpOnly cookies and other defenses; rather than solely relying on localStorage.
ecac07fb-6850-4ebe-bccf-7a4835f5e301,Hardcoded DB Password,high,open,/app/database/init.sql,taskflow,The hardcoded database password within the SQL script exposes sensitive credentials directly. If an attacker accesses this code; they could easily compromise the database leading to data breaches and service disruptions. This issue should be resolved by adopting secure credential storage mechanisms.,This vulnerability arises from the inclusion of a plaintext password within the source code where a SQL CREATE USER statement is used. Embedding the password this way violates best practices for secure credential storage and makes it easy for an attacker who gains unauthorized read access to the repository or deployment environment to retrieve the credentials. As a result; the database could be accessed without proper authorization which might lead to data exfiltration; modification; or service disruption. This method of storing credentials is inherently insecure and dangerous in a production scenario.,2@@2,CWE-798,"8/8/2025, 6:32:15 PM",,False,The hardcoded password in the production database initialization script represents a genuine vulnerability. The SQL script is used in a production context; and no mitigations or secure credential storage practices are employed. Exposing the password in plaintext within the source code could allow an attacker with repository access to compromise the database.
6a976a81-0ea2-4e3d-8e1a-d381da59f2f5,User Data IDOR,high,open,/app/backend/src/routes/users.ts,taskflow,The vulnerability arises from the use of a user-supplied ID in the endpoint without additional authorization checks. Although the endpoint is protected by a token; it lacks sufficient verification to ensure that the authenticated user is allowed to access the requested user record. This oversight allows any authenticated user to iterate through user IDs and fetch data from other users; resulting in a significant data breach risk.,This vulnerability is caused by the endpoint exposing user data solely based on a provided ID in the URL; without validating the ownership of the data. While the endpoint requires a valid JWT for authentication; it does not confirm that the requesting user is authorized to access the data for the target user; leading to an Insecure Direct Object Reference IDOR vulnerability. Exploiting this flaw; an attacker with valid authentication could iteratively query different user IDs to harvest sensitive personal data; possibly affecting a large number of users and leading to severe privacy breaches.,17@@17,CWE-639,"8/8/2025, 6:30:28 PM",,False,The vulnerability in getUserById is an actual and exploitable IDOR risk because it only verifies authentication and lacks an authorization check to validate the requester's access to the user record. The code is part of the production routes and lacks the ownership checks present in other parts of the application; making it a genuine vulnerability.
139d37e0-6264-4885-bd99-8b3d4bf33d18,Privilege Escalation,critical,open,/app/backend/src/routes/users.ts,taskflow,The vulnerability allows any authenticated user to change roles due to the lack of admin authorization. This design flaw introduces a path for privilege escalation and exploitation of elevated privileges; compromising system integrity. It is critical to enforce proper authorization checks so that only administrators can perform role changes.,The code in question exposes a critical security vulnerability by allowing any authenticated user to change user roles without proper administrative verification. This endpoint does not enforce admin-level checks; which means that any logged-in user can assign themselves or others elevated roles. Such an oversight can lead to privilege escalation; wherein an attacker can acquire unauthorized privileges to compromise the system. The potential impact of this vulnerability is severe as it undermines the system's role-based access control and can lead to a complete loss of integrity and confidentiality within the application.,19@@19,CWE-285,"8/8/2025, 6:30:28 PM",,False,The vulnerability in the updateUserRole endpoint is genuine. The endpoint only uses authenticateToken middleware; lacking the requireAdmin check; which allows any authenticated user to attempt a role change. Given the production context of the code and the absence of equivalent admin-level verification in both the route and the controller; this issue is not a false positive.
6ce5a08e-9b59-403a-b748-add1fc793ebd,Predictable OTP Generation,medium,open,/app/backend/src/utils/crypto.ts,taskflow,The generateOTP function uses Math.random for generating OTPs; which is inherently predictable and not cryptographically secure. This predictability can enable attackers to guess or reproduce OTPs; thereby weakening authentication mechanisms. It is recommended to use a cryptographically secure PRNG to ensure the unpredictability required for OTP generation.,The OTP generation function relies on Math.random; a pseudo-random number generator that is not designed for cryptographic security. This makes the OTP predictable because Math.random can be reverse-engineered if the internal state is known; reducing the security of the two-factor authentication process. The unpredictability of OTPs is critical for preventing attackers from guessing the generated values. As a result; using Math.random for OTP generation introduces a significant risk that can compromise user security.,18@@20,CWE-338,"8/8/2025, 6:30:26 PM",,False,The vulnerability is valid because the generateOTP function uses Math.random; a predictable pseudo-random number generator; thereby reducing the security of OTP generation. This function is part of production utility code used likely in authentication mechanisms of TaskFlow. Replacing Math.random with a cryptographically secure method is necessary; and therefore; this is not a false positive.
25f71e57-2783-4091-b89e-2de69ee33a28,Broken Decryption,high,open,/app/backend/src/utils/crypto.ts,taskflow,The decryption logic is vulnerable due to its reliance on the deprecated crypto.createDecipher API and ignoring the provided IV. This exposes the implementation to risks such as tampering; replay attacks; and padding oracle vulnerabilities. The design flaw compromises the confidentiality and integrity of data.,The decryption function uses the outdated 'crypto.createDecipher' API which has been deprecated due to identified vulnerabilities in the cryptographic implementation. The algorithm does not use the provided initialization vector IV thereby failing to ensure data integrity and authenticity; which in turn leaves the decryption process exposed to various attack vectors.  Since the IV is ignored; each decryption operation relies solely on the key; which increases susceptibility to brute-force and replay attacks. Moreover; the omission of proper authentication and verification makes the method prone to tampering and padding oracle attacks; thereby endangering the confidentiality and integrity of the data. This vulnerability indicates a significant security flaw in the encryption design requiring immediate attention.,38@@42,"CWE-327, CWE-330","8/8/2025, 6:30:26 PM",,False,The vulnerability is real because decryptData in the production utility code uses the deprecated crypto.createDecipher without incorporating the IV; making it susceptible to several cryptographic attacks. The code lacks safeguards; and the file context within a utility directory indicates that it may indeed be used in production. Thus; the issue is a legitimate vulnerability and cannot be disregarded as a false positive.
f95c2a10-b9a6-4392-a3e0-715c154ab7e1,Insecure MD5 Verification,high,open,/app/backend/src/utils/crypto.ts,taskflow,The function uses MD5 for password verification; which is a significant vulnerability. MD5’s weaknesses make it susceptible to various attacks; including collision and preimage attacks. This can allow an attacker to compute the original password from its hash; compromising user credentials.,The comparePassword function is using MD5 for generating hash values of passwords. MD5 is an outdated and insecure hashing algorithm that is susceptible to collision attacks and preimage attacks. This makes it easier for attackers to potentially determine the original password from its hash value. In other words; if an attacker gains access to the hashed password; they could efficiently reverse-engineer or generate collisions that bypass authentication checks. Therefore; it is highly recommended to switch to a more robust cryptographic hashing algorithm like bcrypt or Argon2 to mitigate these vulnerabilities.,10@@12,CWE-327,"8/8/2025, 6:30:26 PM",,False,The vulnerability is not a false positive because the comparePassword function uses the insecure MD5 algorithm to hash unsanitized; untrusted user input. In production use; this can lead to potential collision and preimage attacks; compromising password security. The code context suggests that this function is part of the core cryptographic utilities for user authentication; making this a real security concern that needs to be remedied.
938b5044-9390-4c4f-b7d1-57b8cd8ccafc,Weak Password Hashing,high,open,/app/backend/src/utils/crypto.ts,taskflow,This issue indicates that passwords are hashed using the weak MD5 algorithm; which can be easily compromised by attackers using brute force or pre-computed attacks. The speedy nature of MD5 makes it highly susceptible to collision and hash cracking; significantly jeopardizing password storage security. A transformation to a slow; more secure algorithm such as bcrypt is recommended to prevent credential compromise.,The vulnerability exists because MD5 is a fast; collision-prone hash algorithm that is unsuitable for password storage. Using MD5 allows attackers to leverage pre-computed hash attacks such as rainbow tables as well as brute-force methods; leaving user credentials highly vulnerable to compromise. A robust password hashing mechanism should use a slow; adaptive algorithm like bcrypt; scrypt; or Argon2; which mitigates these risks by increasing the computational effort required to execute an attack.,6@@8,CWE-327,"8/8/2025, 6:30:26 PM",,False,The function 'hashPassword' uses MD5 for password hashing; which is a fast and collision-prone algorithm; making it vulnerable to brute-force and rainbow table attacks. Although the bcrypt library is imported and configured via BCRYPTROUNDS; it is not used in this function. Considering that this is part of the production backend utility code and will likely handle untrusted input; the vulnerability is not a false positive but a true security risk.
